"epiweek";"epiyear";"fx_etaria";"Median";"LS";"LI";"LSb";"LIb";"media.movel";"casos.notificados";"DS_UF_SIGLA";"tendencia_3_semanas";"tendencia_6_semanas";"SG_UF_NOT"
7;2026;"0-12";44;49;41;46;43;49;41;"SC";0;1;42
8;2026;"0-12";65;70;61;66;63;65;60;"SC";0;1;42
9;2026;"0-12";86;92;81;88;84;75;80;"SC";0;1;42
10;2026;"0-12";74;82,025;68;77;72;81;66;"SC";0;1;42
11;2026;"0-12";84;99;74;89;80;84;68;"SC";0;1;42
12;2026;"0-12";94;152,05;63;109;82;NA;56;"SC";0;1;42
1;2022;"0-12";NA;NA;NA;NA;NA;NA;30;"SE";0;1;28
2;2022;"0-12";NA;NA;NA;NA;NA;23;20;"SE";0;1;28
3;2022;"0-12";NA;NA;NA;NA;NA;20;19;"SE";0;1;28
4;2022;"0-12";NA;NA;NA;NA;NA;18;22;"SE";0;1;28
5;2022;"0-12";NA;NA;NA;NA;NA;18;13;"SE";0;1;28
6;2022;"0-12";NA;NA;NA;NA;NA;14;19;"SE";0;1;28
7;2022;"0-12";NA;NA;NA;NA;NA;22;11;"SE";0;1;28
8;2022;"0-12";NA;NA;NA;NA;NA;36;35;"SE";0;1;28
9;2022;"0-12";NA;NA;NA;NA;NA;53;61;"SE";0;1;28
10;2022;"0-12";NA;NA;NA;NA;NA;65;62;"SE";0;1;28
11;2022;"0-12";NA;NA;NA;NA;NA;60;73;"SE";0;1;28
12;2022;"0-12";NA;NA;NA;NA;NA;59;45;"SE";0;1;28
13;2022;"0-12";NA;NA;NA;NA;NA;51;59;"SE";0;1;28
14;2022;"0-12";NA;NA;NA;NA;NA;49;49;"SE";0;1;28
15;2022;"0-12";NA;NA;NA;NA;NA;45;40;"SE";0;1;28
16;2022;"0-12";NA;NA;NA;NA;NA;36;46;"SE";0;1;28
17;2022;"0-12";NA;NA;NA;NA;NA;36;23;"SE";0;1;28
18;2022;"0-12";NA;NA;NA;NA;NA;40;39;"SE";0;1;28
19;2022;"0-12";NA;NA;NA;NA;NA;49;58;"SE";0;1;28
20;2022;"0-12";NA;NA;NA;NA;NA;51;49;"SE";0;1;28
21;2022;"0-12";NA;NA;NA;NA;NA;47;46;"SE";0;1;28
22;2022;"0-12";NA;NA;NA;NA;NA;47;46;"SE";0;1;28
23;2022;"0-12";NA;NA;NA;NA;NA;44;48;"SE";0;1;28
24;2022;"0-12";NA;NA;NA;NA;NA;37;38;"SE";0;1;28
25;2022;"0-12";NA;NA;NA;NA;NA;29;24;"SE";0;1;28
26;2022;"0-12";NA;NA;NA;NA;NA;27;24;"SE";0;1;28
27;2022;"0-12";NA;NA;NA;NA;NA;26;33;"SE";0;1;28
28;2022;"0-12";NA;NA;NA;NA;NA;28;20;"SE";0;1;28
29;2022;"0-12";NA;NA;NA;NA;NA;24;30;"SE";0;1;28
30;2022;"0-12";NA;NA;NA;NA;NA;27;22;"SE";0;1;28
31;2022;"0-12";NA;NA;NA;NA;NA;28;28;"SE";0;1;28
32;2022;"0-12";NA;NA;NA;NA;NA;29;35;"SE";0;1;28
33;2022;"0-12";NA;NA;NA;NA;NA;29;24;"SE";0;1;28
34;2022;"0-12";NA;NA;NA;NA;NA;25;29;"SE";0;1;28
35;2022;"0-12";NA;NA;NA;NA;NA;24;21;"SE";0;1;28
36;2022;"0-12";NA;NA;NA;NA;NA;20;21;"SE";0;1;28
37;2022;"0-12";NA;NA;NA;NA;NA;24;19;"SE";0;1;28
38;2022;"0-12";NA;NA;NA;NA;NA;27;32;"SE";0;1;28
39;2022;"0-12";NA;NA;NA;NA;NA;30;31;"SE";0;1;28
40;2022;"0-12";NA;NA;NA;NA;NA;27;27;"SE";0;1;28
41;2022;"0-12";NA;NA;NA;NA;NA;25;22;"SE";0;1;28
42;2022;"0-12";NA;NA;NA;NA;NA;23;26;"SE";0;1;28
43;2022;"0-12";NA;NA;NA;NA;NA;20;20;"SE";0;1;28
44;2022;"0-12";NA;NA;NA;NA;NA;19;14;"SE";0;1;28
45;2022;"0-12";NA;NA;NA;NA;NA;17;24;"SE";0;1;28
46;2022;"0-12";NA;NA;NA;NA;NA;18;13;"SE";0;1;28
47;2022;"0-12";NA;NA;NA;NA;NA;15;16;"SE";0;1;28
48;2022;"0-12";NA;NA;NA;NA;NA;17;17;"SE";0;1;28
49;2022;"0-12";NA;NA;NA;NA;NA;16;19;"SE";0;1;28
50;2022;"0-12";NA;NA;NA;NA;NA;15;12;"SE";0;1;28
51;2022;"0-12";NA;NA;NA;NA;NA;12;15;"SE";0;1;28
52;2022;"0-12";NA;NA;NA;NA;NA;11;10;"SE";0;1;28
1;2023;"0-12";NA;NA;NA;NA;NA;10;7;"SE";0;1;28
2;2023;"0-12";NA;NA;NA;NA;NA;10;14;"SE";0;1;28
3;2023;"0-12";NA;NA;NA;NA;NA;9;8;"SE";0;1;28
4;2023;"0-12";NA;NA;NA;NA;NA;8;5;"SE";0;1;28
5;2023;"0-12";NA;NA;NA;NA;NA;8;11;"SE";0;1;28
6;2023;"0-12";NA;NA;NA;NA;NA;8;7;"SE";0;1;28
7;2023;"0-12";NA;NA;NA;NA;NA;7;5;"SE";0;1;28
8;2023;"0-12";NA;NA;NA;NA;NA;10;10;"SE";0;1;28
9;2023;"0-12";NA;NA;NA;NA;NA;19;14;"SE";0;1;28
10;2023;"0-12";NA;NA;NA;NA;NA;24;32;"SE";0;1;28
11;2023;"0-12";NA;NA;NA;NA;NA;29;26;"SE";0;1;28
12;2023;"0-12";NA;NA;NA;NA;NA;31;28;"SE";0;1;28
13;2023;"0-12";NA;NA;NA;NA;NA;41;40;"SE";0;1;28
14;2023;"0-12";NA;NA;NA;NA;NA;46;54;"SE";0;1;28
15;2023;"0-12";NA;NA;NA;NA;NA;51;45;"SE";0;1;28
16;2023;"0-12";NA;NA;NA;NA;NA;48;55;"SE";0;1;28
17;2023;"0-12";NA;NA;NA;NA;NA;53;44;"SE";0;1;28
18;2023;"0-12";NA;NA;NA;NA;NA;54;60;"SE";0;1;28
19;2023;"0-12";NA;NA;NA;NA;NA;72;58;"SE";0;1;28
20;2023;"0-12";NA;NA;NA;NA;NA;79;98;"SE";0;1;28
21;2023;"0-12";NA;NA;NA;NA;NA;86;82;"SE";0;1;28
22;2023;"0-12";NA;NA;NA;NA;NA;79;77;"SE";0;1;28
23;2023;"0-12";NA;NA;NA;NA;NA;81;79;"SE";0;1;28
24;2023;"0-12";NA;NA;NA;NA;NA;77;86;"SE";0;1;28
25;2023;"0-12";NA;NA;NA;NA;NA;76;65;"SE";0;1;28
26;2023;"0-12";NA;NA;NA;NA;NA;68;76;"SE";0;1;28
27;2023;"0-12";NA;NA;NA;NA;NA;65;64;"SE";0;1;28
28;2023;"0-12";NA;NA;NA;NA;NA;57;55;"SE";0;1;28
29;2023;"0-12";NA;NA;NA;NA;NA;56;52;"SE";0;1;28
30;2023;"0-12";NA;NA;NA;NA;NA;49;60;"SE";0;1;28
31;2023;"0-12";NA;NA;NA;NA;NA;45;36;"SE";0;1;28
32;2023;"0-12";NA;NA;NA;NA;NA;41;39;"SE";0;1;28
33;2023;"0-12";NA;NA;NA;NA;NA;54;49;"SE";0;1;28
34;2023;"0-12";NA;NA;NA;NA;NA;56;74;"SE";0;1;28
35;2023;"0-12";NA;NA;NA;NA;NA;59;44;"SE";0;1;28
36;2023;"0-12";NA;NA;NA;NA;NA;52;59;"SE";0;1;28
37;2023;"0-12";NA;NA;NA;NA;NA;56;53;"SE";0;1;28
38;2023;"0-12";NA;NA;NA;NA;NA;55;56;"SE";0;1;28
39;2023;"0-12";NA;NA;NA;NA;NA;51;57;"SE";0;1;28
40;2023;"0-12";NA;NA;NA;NA;NA;40;39;"SE";0;1;28
41;2023;"0-12";NA;NA;NA;NA;NA;29;24;"SE";0;1;28
42;2023;"0-12";NA;NA;NA;NA;NA;24;23;"SE";0;1;28
43;2023;"0-12";NA;NA;NA;NA;NA;22;24;"SE";0;1;28
44;2023;"0-12";NA;NA;NA;NA;NA;21;19;"SE";0;1;28
45;2023;"0-12";NA;NA;NA;NA;NA;15;19;"SE";0;1;28
46;2023;"0-12";NA;NA;NA;NA;NA;14;8;"SE";0;1;28
47;2023;"0-12";NA;NA;NA;NA;NA;11;16;"SE";0;1;28
48;2023;"0-12";NA;NA;NA;NA;NA;13;10;"SE";0;1;28
49;2023;"0-12";NA;NA;NA;NA;NA;13;14;"SE";0;1;28
50;2023;"0-12";NA;NA;NA;NA;NA;12;14;"SE";0;1;28
51;2023;"0-12";NA;NA;NA;NA;NA;10;7;"SE";0;1;28
52;2023;"0-12";NA;NA;NA;NA;NA;8;10;"SE";0;1;28
1;2024;"0-12";NA;NA;NA;NA;NA;10;8;"SE";0;1;28
2;2024;"0-12";NA;NA;NA;NA;NA;8;12;"SE";0;1;28
3;2024;"0-12";NA;NA;NA;NA;NA;9;5;"SE";0;1;28
4;2024;"0-12";NA;NA;NA;NA;NA;8;10;"SE";0;1;28
5;2024;"0-12";NA;NA;NA;NA;NA;8;8;"SE";0;1;28
6;2024;"0-12";NA;NA;NA;NA;NA;9;6;"SE";0;1;28
7;2024;"0-12";NA;NA;NA;NA;NA;12;13;"SE";0;1;28
8;2024;"0-12";NA;NA;NA;NA;NA;22;16;"SE";0;1;28
9;2024;"0-12";NA;NA;NA;NA;NA;33;38;"SE";0;1;28
10;2024;"0-12";NA;NA;NA;NA;NA;36;46;"SE";0;1;28
11;2024;"0-12";NA;NA;NA;NA;NA;33;23;"SE";0;1;28
12;2024;"0-12";NA;NA;NA;NA;NA;26;31;"SE";0;1;28
13;2024;"0-12";NA;NA;NA;NA;NA;34;24;"SE";0;1;28
14;2024;"0-12";NA;NA;NA;NA;NA;40;46;"SE";0;1;28
15;2024;"0-12";NA;NA;NA;NA;NA;55;50;"SE";0;1;28
16;2024;"0-12";NA;NA;NA;NA;NA;66;69;"SE";0;1;28
17;2024;"0-12";NA;NA;NA;NA;NA;80;79;"SE";0;1;28
18;2024;"0-12";NA;NA;NA;NA;NA;88;91;"SE";0;1;28
19;2024;"0-12";NA;NA;NA;NA;NA;104;95;"SE";0;1;28
20;2024;"0-12";NA;NA;NA;NA;NA;118;126;"SE";0;1;28
21;2024;"0-12";NA;NA;NA;NA;NA;130;133;"SE";0;1;28
22;2024;"0-12";NA;NA;NA;NA;NA;131;130;"SE";0;1;28
23;2024;"0-12";NA;NA;NA;NA;NA;114;129;"SE";0;1;28
24;2024;"0-12";NA;NA;NA;NA;NA;96;83;"SE";0;1;28
25;2024;"0-12";NA;NA;NA;NA;NA;77;77;"SE";0;1;28
26;2024;"0-12";NA;NA;NA;NA;NA;68;71;"SE";0;1;28
27;2024;"0-12";NA;NA;NA;NA;NA;55;57;"SE";0;1;28
28;2024;"0-12";NA;NA;NA;NA;NA;44;38;"SE";0;1;28
29;2024;"0-12";NA;NA;NA;NA;NA;36;38;"SE";0;1;28
30;2024;"0-12";NA;NA;NA;NA;NA;35;33;"SE";0;1;28
31;2024;"0-12";NA;NA;NA;NA;NA;47;33;"SE";0;1;28
32;2024;"0-12";NA;NA;NA;NA;NA;59;76;"SE";0;1;28
33;2024;"0-12";NA;NA;NA;NA;NA;73;69;"SE";0;1;28
34;2024;"0-12";NA;NA;NA;NA;NA;70;74;"SE";0;1;28
35;2024;"0-12";NA;NA;NA;NA;NA;62;66;"SE";0;1;28
36;2024;"0-12";NA;NA;NA;NA;NA;64;45;"SE";0;1;28
37;2024;"0-12";NA;NA;NA;NA;NA;61;80;"SE";0;1;28
38;2024;"0-12";NA;NA;NA;NA;NA;63;58;"SE";0;1;28
39;2024;"0-12";NA;NA;NA;NA;NA;52;50;"SE";0;1;28
40;2024;"0-12";NA;NA;NA;NA;NA;50;47;"SE";0;1;28
41;2024;"0-12";NA;NA;NA;NA;NA;48;52;"SE";0;1;28
42;2024;"0-12";NA;NA;NA;NA;NA;45;45;"SE";0;1;28
43;2024;"0-12";NA;NA;NA;NA;NA;43;37;"SE";0;1;28
44;2024;"0-12";NA;NA;NA;NA;NA;40;47;"SE";0;1;28
45;2024;"0-12";NA;NA;NA;NA;NA;36;35;"SE";0;1;28
46;2024;"0-12";NA;NA;NA;NA;NA;32;25;"SE";0;1;28
47;2024;"0-12";NA;NA;NA;NA;NA;34;35;"SE";0;1;28
48;2024;"0-12";NA;NA;NA;NA;NA;39;42;"SE";0;1;28
49;2024;"0-12";NA;NA;NA;NA;NA;41;40;"SE";0;1;28
50;2024;"0-12";NA;NA;NA;NA;NA;36;40;"SE";0;1;28
51;2024;"0-12";NA;NA;NA;NA;NA;31;28;"SE";0;1;28
52;2024;"0-12";NA;NA;NA;NA;NA;24;26;"SE";0;1;28
1;2025;"0-12";NA;NA;NA;NA;NA;22;18;"SE";0;1;28
2;2025;"0-12";NA;NA;NA;NA;NA;16;21;"SE";0;1;28
3;2025;"0-12";NA;NA;NA;NA;NA;16;9;"SE";0;1;28
4;2025;"0-12";NA;NA;NA;NA;NA;17;17;"SE";0;1;28
5;2025;"0-12";NA;NA;NA;NA;NA;24;25;"SE";0;1;28
6;2025;"0-12";NA;NA;NA;NA;NA;38;31;"SE";0;1;28
7;2025;"0-12";NA;NA;NA;NA;NA;48;58;"SE";0;1;28
8;2025;"0-12";NA;NA;NA;NA;NA;52;54;"SE";0;1;28
9;2025;"0-12";NA;NA;NA;NA;NA;45;43;"SE";0;1;28
10;2025;"0-12";NA;NA;NA;NA;NA;39;39;"SE";0;1;28
11;2025;"0-12";NA;NA;NA;NA;NA;40;34;"SE";0;1;28
12;2025;"0-12";NA;NA;NA;NA;NA;41;46;"SE";0;1;28
13;2025;"0-12";NA;NA;NA;NA;NA;51;42;"SE";0;1;28
14;2025;"0-12";NA;NA;NA;NA;NA;53;66;"SE";0;1;28
15;2025;"0-12";NA;NA;NA;NA;NA;53;51;"SE";0;1;28
16;2025;"0-12";NA;NA;NA;NA;NA;42;41;"SE";0;1;28
17;2025;"0-12";NA;NA;NA;NA;NA;47;34;"SE";0;1;28
18;2025;"0-12";NA;NA;NA;NA;NA;51;65;"SE";0;1;28
19;2025;"0-12";NA;NA;NA;NA;NA;61;55;"SE";0;1;28
20;2025;"0-12";NA;NA;NA;NA;NA;64;62;"SE";0;1;28
21;2025;"0-12";NA;NA;NA;NA;NA;79;76;"SE";0;1;28
22;2025;"0-12";NA;NA;NA;NA;NA;88;98;"SE";0;1;28
23;2025;"0-12";NA;NA;NA;NA;NA;96;91;"SE";0;1;28
24;2025;"0-12";NA;NA;NA;NA;NA;93;100;"SE";0;1;28
25;2025;"0-12";NA;NA;NA;NA;NA;97;89;"SE";0;1;28
26;2025;"0-12";NA;NA;NA;NA;NA;90;102;"SE";0;1;28
27;2025;"0-12";NA;NA;NA;NA;NA;77;80;"SE";0;1;28
28;2025;"0-12";NA;NA;NA;NA;NA;62;49;"SE";0;1;28
29;2025;"0-12";NA;NA;NA;NA;NA;58;57;"SE";0;1;28
30;2025;"0-12";NA;NA;NA;NA;NA;69;69;"SE";0;1;28
31;2025;"0-12";NA;NA;NA;NA;NA;77;80;"SE";0;1;28
32;2025;"0-12";NA;NA;NA;NA;NA;77;83;"SE";0;1;28
33;2025;"0-12";NA;NA;NA;NA;NA;70;67;"SE";0;1;28
34;2025;"0-12";NA;NA;NA;NA;NA;59;59;"SE";0;1;28
35;2025;"0-12";NA;NA;NA;NA;NA;53;52;"SE";0;1;28
36;2025;"0-12";NA;NA;NA;NA;NA;48;48;"SE";0;1;28
37;2025;"0-12";NA;NA;NA;NA;NA;48;45;"SE";0;1;28
38;2025;"0-12";NA;NA;NA;NA;NA;52;51;"SE";0;1;28
39;2025;"0-12";NA;NA;NA;NA;NA;54;59;"SE";0;1;28
40;2025;"0-12";NA;NA;NA;NA;NA;57;52;"SE";0;1;28
41;2025;"0-12";NA;NA;NA;NA;NA;54;59;"SE";0;1;28
42;2025;"0-12";NA;NA;NA;NA;NA;58;50;"SE";0;1;28
43;2025;"0-12";NA;NA;NA;NA;NA;60;65;"SE";0;1;28
44;2025;"0-12";NA;NA;NA;NA;NA;62;64;"SE";0;1;28
45;2025;"0-12";NA;NA;NA;NA;NA;56;57;"SE";0;1;28
46;2025;"0-12";NA;NA;NA;NA;NA;52;46;"SE";0;1;28
47;2025;"0-12";NA;NA;NA;NA;NA;46;52;"SE";0;1;28
48;2025;"0-12";NA;NA;NA;NA;NA;48;41;"SE";0;1;28
49;2025;"0-12";NA;NA;NA;NA;NA;45;52;"SE";0;1;28
50;2025;"0-12";NA;NA;NA;NA;NA;45;41;"SE";0;1;28
51;2025;"0-12";NA;NA;NA;NA;NA;39;41;"SE";0;1;28
52;2025;"0-12";NA;NA;NA;NA;NA;34;34;"SE";0;1;28
53;2025;"0-12";NA;NA;NA;NA;NA;30;27;"SE";0;1;28
1;2026;"0-12";NA;NA;NA;NA;NA;26;28;"SE";0;1;28
2;2026;"0-12";NA;NA;NA;NA;NA;26;24;"SE";0;1;28
3;2026;"0-12";NA;NA;NA;NA;NA;26;27;"SE";0;1;28
4;2026;"0-12";NA;NA;NA;NA;NA;33;26;"SE";0;1;28
5;2026;"0-12";NA;NA;NA;NA;NA;36;47;"SE";0;1;28
6;2026;"0-12";35;36;35;35;35;43;35;"SE";0;1;28
7;2026;"0-12";46;49;46;47;46;40;46;"SE";0;1;28
8;2026;"0-12";38;40;37;38;37;47;37;"SE";0;1;28
9;2026;"0-12";56;62;54;57;55;49;55;"SE";0;1;28
10;2026;"0-12";54;61;49;56;52;55;50;"SE";0;1;28
11;2026;"0-12";55;71;46;60;52;53;47;"SE";0;1;28
12;2026;"0-12";51;97,025;25;63;41;NA;33;"SE";0;1;28
1;2022;"0-12";NA;NA;NA;NA;NA;NA;602;"SP";0,5;1;35
2;2022;"0-12";NA;NA;NA;NA;NA;500;487;"SP";0,5;1;35
3;2022;"0-12";NA;NA;NA;NA;NA;398;410;"SP";0,5;1;35
4;2022;"0-12";NA;NA;NA;NA;NA;340;297;"SP";0,5;1;35
5;2022;"0-12";NA;NA;NA;NA;NA;332;314;"SP";0,5;1;35
6;2022;"0-12";NA;NA;NA;NA;NA;448;384;"SP";0,5;1;35
7;2022;"0-12";NA;NA;NA;NA;NA;588;647;"SP";0,5;1;35
8;2022;"0-12";NA;NA;NA;NA;NA;687;732;"SP";0,5;1;35
9;2022;"0-12";NA;NA;NA;NA;NA;675;683;"SP";0,5;1;35
10;2022;"0-12";NA;NA;NA;NA;NA;649;611;"SP";0,5;1;35
11;2022;"0-12";NA;NA;NA;NA;NA;725;653;"SP";0,5;1;35
12;2022;"0-12";NA;NA;NA;NA;NA;799;910;"SP";0,5;1;35
13;2022;"0-12";NA;NA;NA;NA;NA;875;834;"SP";0,5;1;35
14;2022;"0-12";NA;NA;NA;NA;NA;856;880;"SP";0,5;1;35
15;2022;"0-12";NA;NA;NA;NA;NA;880;855;"SP";0,5;1;35
16;2022;"0-12";NA;NA;NA;NA;NA;834;906;"SP";0,5;1;35
17;2022;"0-12";NA;NA;NA;NA;NA;847;742;"SP";0,5;1;35
18;2022;"0-12";NA;NA;NA;NA;NA;839;894;"SP";0,5;1;35
19;2022;"0-12";NA;NA;NA;NA;NA;879;881;"SP";0,5;1;35
20;2022;"0-12";NA;NA;NA;NA;NA;875;862;"SP";0,5;1;35
21;2022;"0-12";NA;NA;NA;NA;NA;833;883;"SP";0,5;1;35
22;2022;"0-12";NA;NA;NA;NA;NA;780;755;"SP";0,5;1;35
23;2022;"0-12";NA;NA;NA;NA;NA;713;703;"SP";0,5;1;35
24;2022;"0-12";NA;NA;NA;NA;NA;686;682;"SP";0,5;1;35
25;2022;"0-12";NA;NA;NA;NA;NA;664;673;"SP";0,5;1;35
26;2022;"0-12";NA;NA;NA;NA;NA;636;638;"SP";0,5;1;35
27;2022;"0-12";NA;NA;NA;NA;NA;573;598;"SP";0,5;1;35
28;2022;"0-12";NA;NA;NA;NA;NA;469;483;"SP";0,5;1;35
29;2022;"0-12";NA;NA;NA;NA;NA;376;325;"SP";0,5;1;35
30;2022;"0-12";NA;NA;NA;NA;NA;390;319;"SP";0,5;1;35
31;2022;"0-12";NA;NA;NA;NA;NA;466;527;"SP";0,5;1;35
32;2022;"0-12";NA;NA;NA;NA;NA;545;552;"SP";0,5;1;35
33;2022;"0-12";NA;NA;NA;NA;NA;519;556;"SP";0,5;1;35
34;2022;"0-12";NA;NA;NA;NA;NA;482;449;"SP";0,5;1;35
35;2022;"0-12";NA;NA;NA;NA;NA;452;442;"SP";0,5;1;35
36;2022;"0-12";NA;NA;NA;NA;NA;443;464;"SP";0,5;1;35
37;2022;"0-12";NA;NA;NA;NA;NA;465;423;"SP";0,5;1;35
38;2022;"0-12";NA;NA;NA;NA;NA;495;507;"SP";0,5;1;35
39;2022;"0-12";NA;NA;NA;NA;NA;548;554;"SP";0,5;1;35
40;2022;"0-12";NA;NA;NA;NA;NA;584;582;"SP";0,5;1;35
41;2022;"0-12";NA;NA;NA;NA;NA;615;617;"SP";0,5;1;35
42;2022;"0-12";NA;NA;NA;NA;NA;624;646;"SP";0,5;1;35
43;2022;"0-12";NA;NA;NA;NA;NA;618;608;"SP";0,5;1;35
44;2022;"0-12";NA;NA;NA;NA;NA;655;600;"SP";0,5;1;35
45;2022;"0-12";NA;NA;NA;NA;NA;678;758;"SP";0,5;1;35
46;2022;"0-12";NA;NA;NA;NA;NA;680;676;"SP";0,5;1;35
47;2022;"0-12";NA;NA;NA;NA;NA;610;605;"SP";0,5;1;35
48;2022;"0-12";NA;NA;NA;NA;NA;585;548;"SP";0,5;1;35
49;2022;"0-12";NA;NA;NA;NA;NA;554;602;"SP";0,5;1;35
50;2022;"0-12";NA;NA;NA;NA;NA;544;512;"SP";0,5;1;35
51;2022;"0-12";NA;NA;NA;NA;NA;471;519;"SP";0,5;1;35
52;2022;"0-12";NA;NA;NA;NA;NA;407;382;"SP";0,5;1;35
1;2023;"0-12";NA;NA;NA;NA;NA;329;321;"SP";0,5;1;35
2;2023;"0-12";NA;NA;NA;NA;NA;314;283;"SP";0,5;1;35
3;2023;"0-12";NA;NA;NA;NA;NA;320;337;"SP";0,5;1;35
4;2023;"0-12";NA;NA;NA;NA;NA;392;340;"SP";0,5;1;35
5;2023;"0-12";NA;NA;NA;NA;NA;573;498;"SP";0,5;1;35
6;2023;"0-12";NA;NA;NA;NA;NA;820;882;"SP";0,5;1;35
7;2023;"0-12";NA;NA;NA;NA;NA;896;1080;"SP";0,5;1;35
8;2023;"0-12";NA;NA;NA;NA;NA;852;727;"SP";0,5;1;35
9;2023;"0-12";NA;NA;NA;NA;NA;812;750;"SP";0,5;1;35
10;2023;"0-12";NA;NA;NA;NA;NA;913;958;"SP";0,5;1;35
11;2023;"0-12";NA;NA;NA;NA;NA;1000;1030;"SP";0,5;1;35
12;2023;"0-12";NA;NA;NA;NA;NA;974;1011;"SP";0,5;1;35
13;2023;"0-12";NA;NA;NA;NA;NA;891;881;"SP";0,5;1;35
14;2023;"0-12";NA;NA;NA;NA;NA;831;781;"SP";0,5;1;35
15;2023;"0-12";NA;NA;NA;NA;NA;761;831;"SP";0,5;1;35
16;2023;"0-12";NA;NA;NA;NA;NA;725;672;"SP";0,5;1;35
17;2023;"0-12";NA;NA;NA;NA;NA;696;672;"SP";0,5;1;35
18;2023;"0-12";NA;NA;NA;NA;NA;695;745;"SP";0,5;1;35
19;2023;"0-12";NA;NA;NA;NA;NA;705;668;"SP";0,5;1;35
20;2023;"0-12";NA;NA;NA;NA;NA;700;701;"SP";0,5;1;35
21;2023;"0-12";NA;NA;NA;NA;NA;700;730;"SP";0,5;1;35
22;2023;"0-12";NA;NA;NA;NA;NA;651;670;"SP";0,5;1;35
23;2023;"0-12";NA;NA;NA;NA;NA;583;553;"SP";0,5;1;35
24;2023;"0-12";NA;NA;NA;NA;NA;573;527;"SP";0,5;1;35
25;2023;"0-12";NA;NA;NA;NA;NA;600;639;"SP";0,5;1;35
26;2023;"0-12";NA;NA;NA;NA;NA;618;633;"SP";0,5;1;35
27;2023;"0-12";NA;NA;NA;NA;NA;547;583;"SP";0,5;1;35
28;2023;"0-12";NA;NA;NA;NA;NA;438;425;"SP";0,5;1;35
29;2023;"0-12";NA;NA;NA;NA;NA;355;306;"SP";0,5;1;35
30;2023;"0-12";NA;NA;NA;NA;NA;384;334;"SP";0,5;1;35
31;2023;"0-12";NA;NA;NA;NA;NA;474;512;"SP";0,5;1;35
32;2023;"0-12";NA;NA;NA;NA;NA;549;575;"SP";0,5;1;35
33;2023;"0-12";NA;NA;NA;NA;NA;527;560;"SP";0,5;1;35
34;2023;"0-12";NA;NA;NA;NA;NA;468;445;"SP";0,5;1;35
35;2023;"0-12";NA;NA;NA;NA;NA;407;399;"SP";0,5;1;35
36;2023;"0-12";NA;NA;NA;NA;NA;403;377;"SP";0,5;1;35
37;2023;"0-12";NA;NA;NA;NA;NA;411;434;"SP";0,5;1;35
38;2023;"0-12";NA;NA;NA;NA;NA;415;422;"SP";0,5;1;35
39;2023;"0-12";NA;NA;NA;NA;NA;399;390;"SP";0,5;1;35
40;2023;"0-12";NA;NA;NA;NA;NA;421;384;"SP";0,5;1;35
41;2023;"0-12";NA;NA;NA;NA;NA;447;489;"SP";0,5;1;35
42;2023;"0-12";NA;NA;NA;NA;NA;486;468;"SP";0,5;1;35
43;2023;"0-12";NA;NA;NA;NA;NA;458;500;"SP";0,5;1;35
44;2023;"0-12";NA;NA;NA;NA;NA;433;405;"SP";0,5;1;35
45;2023;"0-12";NA;NA;NA;NA;NA;385;393;"SP";0,5;1;35
46;2023;"0-12";NA;NA;NA;NA;NA;359;356;"SP";0,5;1;35
47;2023;"0-12";NA;NA;NA;NA;NA;345;328;"SP";0,5;1;35
48;2023;"0-12";NA;NA;NA;NA;NA;339;351;"SP";0,5;1;35
49;2023;"0-12";NA;NA;NA;NA;NA;339;337;"SP";0,5;1;35
50;2023;"0-12";NA;NA;NA;NA;NA;297;328;"SP";0,5;1;35
51;2023;"0-12";NA;NA;NA;NA;NA;242;225;"SP";0,5;1;35
52;2023;"0-12";NA;NA;NA;NA;NA;201;173;"SP";0,5;1;35
1;2024;"0-12";NA;NA;NA;NA;NA;170;204;"SP";0,5;1;35
2;2024;"0-12";NA;NA;NA;NA;NA;157;133;"SP";0,5;1;35
3;2024;"0-12";NA;NA;NA;NA;NA;133;135;"SP";0,5;1;35
4;2024;"0-12";NA;NA;NA;NA;NA;150;131;"SP";0,5;1;35
5;2024;"0-12";NA;NA;NA;NA;NA;192;185;"SP";0,5;1;35
6;2024;"0-12";NA;NA;NA;NA;NA;260;261;"SP";0,5;1;35
7;2024;"0-12";NA;NA;NA;NA;NA;347;335;"SP";0,5;1;35
8;2024;"0-12";NA;NA;NA;NA;NA;431;445;"SP";0,5;1;35
9;2024;"0-12";NA;NA;NA;NA;NA;498;512;"SP";0,5;1;35
10;2024;"0-12";NA;NA;NA;NA;NA;555;536;"SP";0,5;1;35
11;2024;"0-12";NA;NA;NA;NA;NA;586;616;"SP";0,5;1;35
12;2024;"0-12";NA;NA;NA;NA;NA;649;605;"SP";0,5;1;35
13;2024;"0-12";NA;NA;NA;NA;NA;754;725;"SP";0,5;1;35
14;2024;"0-12";NA;NA;NA;NA;NA;856;931;"SP";0,5;1;35
15;2024;"0-12";NA;NA;NA;NA;NA;916;913;"SP";0,5;1;35
16;2024;"0-12";NA;NA;NA;NA;NA;893;905;"SP";0,5;1;35
17;2024;"0-12";NA;NA;NA;NA;NA;848;862;"SP";0,5;1;35
18;2024;"0-12";NA;NA;NA;NA;NA;779;778;"SP";0,5;1;35
19;2024;"0-12";NA;NA;NA;NA;NA;723;697;"SP";0,5;1;35
20;2024;"0-12";NA;NA;NA;NA;NA;673;694;"SP";0,5;1;35
